experiment_id,date_time,track,agent_version,state_version,policy_version,reward_version,algorithm,run_number,seed,target_speed,steer_gain,centering_gain,brake_threshold,gentle_speed,sharp_speed,straight_speed,acceleration_limit,braking_intensity,best_lap_time,average_lap_time,completed_lap,completion_rate,crash_count,off_track_count,lap_time_variance,training_time_seconds,runtime_per_run_seconds,decision_latency_ms,cpu_usage,memory_usage,config_path,telemetry_file,notes
EXP_001,2026-08-05T01:48:57.633963+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,3,45,80,1.0,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.00417,50.0,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_3.csv,dummy run; replace simulator with live TORCS later
GRID_001,2026-08-05T01:49:11.336043+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,70,0.8,0.5,0.5,40,30,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.002,0.0041,12.5,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_001.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_001_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_001,2026-08-05T01:49:11.337795+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,70,0.8,0.5,0.5,40,30,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00394,0.0,17.41,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_001.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_001_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_001,2026-08-05T01:49:11.339493+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,70,0.8,0.5,0.5,40,30,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00394,0.0,17.41,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_001.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_001_run_3.csv,dummy run; replace simulator with live TORCS later
GRID_010,2026-08-05T01:49:19.877099+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,70,0.8,0.5,0.5,45,35,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.002,0.004,11.55,17.39,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_010.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_010_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_010,2026-08-05T01:49:19.878832+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,70,0.8,0.5,0.5,45,35,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00391,33.35,17.42,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_010.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_010_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_010,2026-08-05T01:49:19.880517+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,70,0.8,0.5,0.5,45,35,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00387,0.0,17.42,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_010.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_010_run_3.csv,dummy run; replace simulator with live TORCS later
GRID_020,2026-08-05T01:49:27.833505+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,70,1.0,0.5,0.5,50,40,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0021,0.004,10.0,17.67,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_020.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_020_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_020,2026-08-05T01:49:27.835282+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,70,1.0,0.5,0.5,50,40,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.0041,0.0,17.69,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_020.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_020_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_020,2026-08-05T01:49:27.836952+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,70,1.0,0.5,0.5,50,40,85,0.8,0.25,162.852,165.59033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00391,0.0,17.69,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_020.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_020_run_3.csv,dummy run; replace simulator with live TORCS later
GRID_030,2026-08-05T01:49:37.772120+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,80,1.2,0.5,0.5,40,30,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0019,0.00409,10.7,17.33,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_030_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_030,2026-08-05T01:49:37.773857+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,80,1.2,0.5,0.5,40,30,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00389,16.65,17.36,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_030_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_030,2026-08-05T01:49:37.775598+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,80,1.2,0.5,0.5,40,30,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.004,25.0,17.36,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_030_run_3.csv,dummy run; replace simulator with live TORCS later
GRID_040,2026-08-05T01:49:46.927956+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43,80,0.8,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0022,0.0041,64.6,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_040_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_040,2026-08-05T01:49:46.929763+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44,80,0.8,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.00403,50.0,17.41,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_040_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_040,2026-08-05T01:49:46.931479+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45,80,0.8,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00397,0.0,17.41,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_040_run_3.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-05T01:58:46.709378+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,1,43,80,1.0,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0022,0.00442,32.4,17.34,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_1.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-05T01:58:46.711322+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,2,44,80,1.0,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0018,0.00407,0.0,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_2.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-05T01:58:46.713109+00:00,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,3,45,80,1.0,0.5,0.6,45,35,95,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.00398,0.0,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_3.csv,dummy run; replace simulator with live TORCS later
