experiment_id,date_time,source,base_experiment_id,stress_type,stress_parameter,stress_value,track,agent_version,state_version,policy_version,reward_version,algorithm,run_number,seed,target_speed,steer_gain,centering_gain,brake_threshold,gentle_speed,sharp_speed,straight_speed,acceleration_limit,braking_intensity,best_lap_time,average_lap_time,completed_lap,completion_rate,crash_count,off_track_count,lap_time_variance,training_time_seconds,runtime_per_run_seconds,decision_latency_ms,cpu_usage,memory_usage,config_path,telemetry_file,notes
GRID_030,2026-08-05T01:49:37.772120+00:00,grid_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43.0,80.0,1.2,0.5,0.5,40.0,30.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0019,0.00409,10.7,17.33,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_030_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_030,2026-08-05T01:49:37.773857+00:00,grid_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44.0,80.0,1.2,0.5,0.5,40.0,30.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00389,16.65,17.36,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_030_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_030,2026-08-05T01:49:37.775598+00:00,grid_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45.0,80.0,1.2,0.5,0.5,40.0,30.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.004,25.0,17.36,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_030.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_030_run_3.csv,dummy run; replace simulator with live TORCS later
GRID_040,2026-08-05T01:49:46.927956+00:00,grid_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,1,43.0,80.0,0.8,0.5,0.6,45.0,35.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0022,0.0041,64.6,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_040_run_1.csv,dummy run; replace simulator with live TORCS later
GRID_040,2026-08-05T01:49:46.929763+00:00,grid_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,2,44.0,80.0,0.8,0.5,0.6,45.0,35.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.00403,50.0,17.41,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_040_run_2.csv,dummy run; replace simulator with live TORCS later
GRID_040,2026-08-05T01:49:46.931479+00:00,grid_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,grid_search,3,45.0,80.0,0.8,0.5,0.6,45.0,35.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0016,0.00397,0.0,17.41,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_grid/GRID_040.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/GRID_040_run_3.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-05T01:58:46.709378+00:00,dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,1,43.0,80.0,1.0,0.5,0.6,45.0,35.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0022,0.00442,32.4,17.34,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_1.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-05T01:58:46.711322+00:00,dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,2,44.0,80.0,1.0,0.5,0.6,45.0,35.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0018,0.00407,0.0,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_2.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-05T01:58:46.713109+00:00,dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,rule_based,3,45.0,80.0,1.0,0.5,0.6,45.0,35.0,95.0,0.8,0.25,158.352,161.09033333333332,1,1.0,0,0,4.50893888888886,0.0,0.0017,0.00398,0.0,17.38,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_run_3.csv,dummy run; replace simulator with live TORCS later
EXP_001,2026-08-12T12:59:40.953902+00:00,live,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,torcs_live,1,43.0,80.0,1.0,0.5,0.6,45.0,35.0,95.0,0.8,0.25,196.386,196.386,1,1.0,0,0,0.0,0.0,198.8621,0.03449,23.5,20.34,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/baseline_config.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/EXP_001_live_run_1.csv,live TORCS run
OPTUNA_DUMMY_001,2026-08-31T14:23:07.604935+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,143.0,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,158.103,160.793,1,1.0,0,0,4.022610666666657,0.0,0.0018,0.0042,5.5,67.47,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_001.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_001_optuna_dummy_run_1_20260831_142307_602980.csv,optuna dummy trial 1; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_001,2026-08-31T14:23:07.606713+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,144.0,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,158.103,160.793,1,1.0,0,0,4.022610666666657,0.0,0.0016,0.004,0.0,67.48,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_001.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_001_optuna_dummy_run_2_20260831_142307_605040.csv,optuna dummy trial 1; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_001,2026-08-31T14:23:07.608468+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,145.0,77.491,1.039,0.5,0.646,49.261,39.261,92.491,0.8,0.25,158.103,160.793,1,1.0,0,0,4.022610666666657,0.0,0.0016,0.00406,25.0,67.48,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_001.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_001_optuna_dummy_run_3_20260831_142307_606800.csv,optuna dummy trial 1; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_002,2026-08-31T14:23:07.612200+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,243.0,73.12,1.146,0.5,0.512,37.34,27.34,88.12,0.8,0.25,162.858,163.88,1,1.0,0,0,1.0670526666666535,0.0,0.0017,0.00414,0.0,67.61,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_002.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_002_optuna_dummy_run_1_20260831_142307_610456.csv,optuna dummy trial 2; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_002,2026-08-31T14:23:07.613991+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,244.0,73.12,1.146,0.5,0.512,37.34,27.34,88.12,0.8,0.25,162.858,163.88,1,1.0,0,0,1.0670526666666535,0.0,0.0017,0.00414,16.65,67.61,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_002.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_002_optuna_dummy_run_2_20260831_142307_612281.csv,optuna dummy trial 2; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_002,2026-08-31T14:23:07.615727+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,245.0,73.12,1.146,0.5,0.512,37.34,27.34,88.12,0.8,0.25,162.858,163.88,1,1.0,0,0,1.0670526666666535,0.0,0.0016,0.00402,0.0,67.61,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_002.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_002_optuna_dummy_run_3_20260831_142307_614072.csv,optuna dummy trial 2; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_003,2026-08-31T14:23:07.619443+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,343.0,82.022,1.188,0.5,0.504,45.621,35.621,97.022,0.8,0.25,159.619,160.47,1,1.0,0,0,0.5185939999999973,0.0,0.0017,0.00397,16.65,67.67,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_003.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_003_optuna_dummy_run_1_20260831_142307_617661.csv,optuna dummy trial 3; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_003,2026-08-31T14:23:07.621355+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,344.0,82.022,1.188,0.5,0.504,45.621,35.621,97.022,0.8,0.25,159.619,160.47,1,1.0,0,0,0.5185939999999973,0.0,0.0018,0.00435,0.0,67.69,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_003.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_003_optuna_dummy_run_2_20260831_142307_619533.csv,optuna dummy trial 3; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_003,2026-08-31T14:23:07.623037+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,345.0,82.022,1.188,0.5,0.504,45.621,35.621,97.022,0.8,0.25,159.619,160.47,1,1.0,0,0,0.5185939999999973,0.0,0.0016,0.00375,0.0,67.69,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_003.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_003_optuna_dummy_run_3_20260831_142307_621437.csv,optuna dummy trial 3; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_004,2026-08-31T14:23:07.626585+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,443.0,86.649,0.873,0.5,0.536,38.185,28.185,101.649,0.8,0.25,157.147,159.29566666666665,1,1.0,0,0,2.3173548888888873,0.0,0.0016,0.00367,0.0,67.7,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_004.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_004_optuna_dummy_run_1_20260831_142307_624950.csv,optuna dummy trial 4; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_004,2026-08-31T14:23:07.628268+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,444.0,86.649,0.873,0.5,0.536,38.185,28.185,101.649,0.8,0.25,157.147,159.29566666666665,1,1.0,0,0,2.3173548888888873,0.0,0.0016,0.00369,25.0,67.7,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_004.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_004_optuna_dummy_run_2_20260831_142307_626661.csv,optuna dummy trial 4; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_004,2026-08-31T14:23:07.629983+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,3,445.0,86.649,0.873,0.5,0.536,38.185,28.185,101.649,0.8,0.25,157.147,159.29566666666665,1,1.0,0,0,2.3173548888888873,0.0,0.0016,0.00381,0.0,67.7,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_004.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_004_optuna_dummy_run_3_20260831_142307_628341.csv,optuna dummy trial 4; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_005,2026-08-31T14:23:07.633477+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,1,543.0,76.085,0.916,0.5,0.586,42.871,32.871,91.085,0.8,0.25,160.358,162.56366666666668,1,1.0,0,0,2.500536222222211,0.0,0.0017,0.00382,0.0,67.7,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_005.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_005_optuna_dummy_run_1_20260831_142307_631803.csv,optuna dummy trial 5; dummy run; replace simulator with live TORCS later
OPTUNA_DUMMY_005,2026-08-31T14:23:07.635180+00:00,optuna_dummy,,,,,corkscrew,baseline_rule_v1,baseline_raw_v1,baseline_rule_v1,none_rule_based,optuna,2,544.0,76.085,0.916,0.5,0.586,42.871,32.871,91.085,0.8,0.25,160.358,162.56366666666668,1,1.0,0,0,2.500536222222211,0.0,0.0016,0.00379,25.0,67.7,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/configs/generated_optuna/OPTUNA_DUMMY_005.yaml,/Users/thenotoriouscode/Desktop/Part_C_Experimentation/data/telemetry_logs/OPTUNA_DUMMY_005_optuna_dummy_run_2_20260831_142307_633556.csv,optuna dummy trial 5; dummy run; replace simulator with live TORCS later
